name,rating,price,transactions,id,alias,image_url,is_closed,url,review_count,categories,phone,display_phone,distance,coordinates.latitude,coordinates.longitude,location.address1,location.address2,location.address3,location.city,location.zip_code,location.country,location.state,location.display_address
Lan Noodle,4.5,,"['delivery', 'pickup']",_d3dOIo2dKrBhy4Bmq7stA,lan-noodle-west-hollywood,https://s3-media4.fl.yelpcdn.com/bphoto/oGSYvFq5RW4BG2FRk3rT2w/o.jpg,False,https://www.yelp.com/biz/lan-noodle-west-hollywood?adjust_creative=FvijjrsqB-7uyvXPT0HCUQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=FvijjrsqB-7uyvXPT0HCUQ,81,"[{'alias': 'noodles', 'title': 'Noodles'}, {'alias': 'chinese', 'title': 'Chinese'}]",13239896686.0,(323) 989-6686,3843.663048,34.089695,-118.344703,7100 Santa Monica Blvd,Ste 130,,West Hollywood,90046,US,CA,"['7100 Santa Monica Blvd', 'Ste 130', 'West Hollywood, CA 90046']"
Olivia,5.0,$$,['restaurant_reservation'],e0Vs3U-XkLkZ7EJ6JgPAYQ,olivia-los-angeles-3,https://s3-media3.fl.yelpcdn.com/bphoto/TqEV9QnyzWdFOrCqb3BpIQ/o.jpg,False,https://www.yelp.com/biz/olivia-los-angeles-3?adjust_creative=FvijjrsqB-7uyvXPT0HCUQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=FvijjrsqB-7uyvXPT0HCUQ,194,"[{'alias': 'vegetarian', 'title': 'Vegetarian'}, {'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'wine_bars', 'title': 'Wine Bars'}]",12132771723.0,(213) 277-1723,2853.225106,34.07033,-118.292183,205 S Vermont Ave,,,Los Angeles,90004,US,CA,"['205 S Vermont Ave', 'Los Angeles, CA 90004']"
Sun Nong Dan,4.5,$$,"['delivery', 'pickup']",BAdOTHAvXneDDu4Maqk67g,sun-nong-dan-los-angeles-5,https://s3-media1.fl.yelpcdn.com/bphoto/XX3ytYzn4ON4sj6SRTekVw/o.jpg,False,https://www.yelp.com/biz/sun-nong-dan-los-angeles-5?adjust_creative=FvijjrsqB-7uyvXPT0HCUQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=FvijjrsqB-7uyvXPT0HCUQ,1038,"[{'alias': 'soup', 'title': 'Soup'}, {'alias': 'korean', 'title': 'Korean'}]",12132643303.0,(213) 264-3303,1189.162514,34.05916424,-118.308797,710 S Western Ave,,,Los Angeles,90005,US,CA,"['710 S Western Ave', 'Los Angeles, CA 90005']"
Hui Tou Xiang,4.5,$$,"['delivery', 'pickup']",eMCp5br4J_4at3jIX2ljrg,hui-tou-xiang-los-angeles,https://s3-media2.fl.yelpcdn.com/bphoto/2RJnVsOIxH0_wzlN84oiTw/o.jpg,False,https://www.yelp.com/biz/hui-tou-xiang-los-angeles?adjust_creative=FvijjrsqB-7uyvXPT0HCUQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=FvijjrsqB-7uyvXPT0HCUQ,300,"[{'alias': 'chinese', 'title': 'Chinese'}, {'alias': 'noodles', 'title': 'Noodles'}]",13236457272.0,(323) 645-7272,4442.451401,34.101,-118.32968,1643 N Cahuenga Blvd,,,Los Angeles,90028,US,CA,"['1643 N Cahuenga Blvd', 'Los Angeles, CA 90028']"
Osteria Mamma,4.0,$$,"['delivery', 'pickup']",rr-hXB0ZqXLzUP97yftp0g,osteria-mamma-los-angeles,https://s3-media2.fl.yelpcdn.com/bphoto/63LCQaMxrDU3QRLYqSJT4g/o.jpg,False,https://www.yelp.com/biz/osteria-mamma-los-angeles?adjust_creative=FvijjrsqB-7uyvXPT0HCUQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=FvijjrsqB-7uyvXPT0HCUQ,1937,"[{'alias': 'italian', 'title': 'Italian'}, {'alias': 'wine_bars', 'title': 'Wine Bars'}]",13232847060.0,(323) 284-7060,2430.431657,34.08335868,-118.3247249,5732 Melrose Ave,,,Los Angeles,90038,US,CA,"['5732 Melrose Ave', 'Los Angeles, CA 90038']"
LA Wangbal,4.5,,"['restaurant_reservation', 'delivery', 'pickup']",zuf7xUNAlfVWtymHMcS6cQ,la-wangbal-los-angeles,https://s3-media3.fl.yelpcdn.com/bphoto/Pq_U7M7ZiKpS2QBRbphvTg/o.jpg,False,https://www.yelp.com/biz/la-wangbal-los-angeles?adjust_creative=FvijjrsqB-7uyvXPT0HCUQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=FvijjrsqB-7uyvXPT0HCUQ,40,"[{'alias': 'korean', 'title': 'Korean'}, {'alias': 'soup', 'title': 'Soup'}]",12133155064.0,(213) 315-5064,1565.281871,34.069315,-118.307092,4251 W 3rd St,,,Los Angeles,90020,US,CA,"['4251 W 3rd St', 'Los Angeles, CA 90020']"
Louders,4.5,$$,"['delivery', 'pickup']",ccJcaRCHQkJmmnGC1SN4hQ,louders-los-angeles,https://s3-media1.fl.yelpcdn.com/bphoto/5k4M-DMSiSW4TXCjPAYGpw/o.jpg,False,https://www.yelp.com/biz/louders-los-angeles?adjust_creative=FvijjrsqB-7uyvXPT0HCUQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=FvijjrsqB-7uyvXPT0HCUQ,568,"[{'alias': 'asianfusion', 'title': 'Asian Fusion'}, {'alias': 'chickenshop', 'title': 'Chicken Shop'}]",12132639492.0,(213) 263-9492,2204.90478,34.06309,-118.29754,3470 W 6th St,,,Los Angeles,90020,US,CA,"['3470 W 6th St', 'Los Angeles, CA 90020']"
Ka'teen,4.0,,[],dnYh7aAv1O5RwseWGdLOKQ,kateen-los-angeles-2,https://s3-media2.fl.yelpcdn.com/bphoto/LYXELgjRFE7ByMhEWiDNDQ/o.jpg,False,https://www.yelp.com/biz/kateen-los-angeles-2?adjust_creative=FvijjrsqB-7uyvXPT0HCUQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=FvijjrsqB-7uyvXPT0HCUQ,633,"[{'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",13234106360.0,(323) 410-6360,4331.910549,34.09948,-118.33167,6516 Selma Ave,,,Los Angeles,90028,US,CA,"['6516 Selma Ave', 'Los Angeles, CA 90028']"
Beauty & Essex,4.0,$$$,"['delivery', 'pickup']",BSUDJiaKZwbB8G-GTUst_g,beauty-and-essex-los-angeles,https://s3-media2.fl.yelpcdn.com/bphoto/OREZk7Wx9HYfobSfatn8QQ/o.jpg,False,https://www.yelp.com/biz/beauty-and-essex-los-angeles?adjust_creative=FvijjrsqB-7uyvXPT0HCUQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=FvijjrsqB-7uyvXPT0HCUQ,1669,"[{'alias': 'lounges', 'title': 'Lounges'}, {'alias': 'newamerican', 'title': 'New American'}]",13236768880.0,(323) 676-8880,4352.294466,34.1001997,-118.3297411,1615 Cahuenga Blvd,,,Los Angeles,90028,US,CA,"['1615 Cahuenga Blvd', 'Los Angeles, CA 90028']"
The Front Yard,4.0,$$,['delivery'],25fipMHUHLZTq0sVQINi5g,the-front-yard-north-hollywood-2,https://s3-media1.fl.yelpcdn.com/bphoto/GN7koGrpEIpGef2tdi1bBA/o.jpg,False,https://www.yelp.com/biz/the-front-yard-north-hollywood-2?adjust_creative=FvijjrsqB-7uyvXPT0HCUQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=FvijjrsqB-7uyvXPT0HCUQ,3454,"[{'alias': 'newamerican', 'title': 'New American'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'beer_and_wine', 'title': 'Beer, Wine & Spirits'}]",18182557290.0,(818) 255-7290,10289.13401,34.145172,-118.369529,4222 Vineland Ave,,,North Hollywood,91602,US,CA,"['4222 Vineland Ave', 'North Hollywood, CA 91602']"
Jinsol Gukbap 8th,5.0,,[],9X4Ie-oy8DbweZYjojt1ig,jinsol-gukbap-8th-los-angeles-2,https://s3-media2.fl.yelpcdn.com/bphoto/KqxppyCqNCbksETPdxe8FQ/o.jpg,False,https://www.yelp.com/biz/jinsol-gukbap-8th-los-angeles-2?adjust_creative=FvijjrsqB-7uyvXPT0HCUQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=FvijjrsqB-7uyvXPT0HCUQ,19,"[{'alias': 'korean', 'title': 'Korean'}]",12133757188.0,(213) 375-7188,1619.352358,34.057516,-118.304501,3428 W 8th St,,,Los Angeles,90005,US,CA,"['3428 W 8th St', 'Los Angeles, CA 90005']"
Toca Madera - Los Angeles,4.0,$$$,[],LNb-ElJwKIXS6Lx5xdRB1Q,toca-madera-los-angeles-los-angeles,https://s3-media3.fl.yelpcdn.com/bphoto/ccCxvbgyuc_2fC8lepXcLQ/o.jpg,False,https://www.yelp.com/biz/toca-madera-los-angeles-los-angeles?adjust_creative=FvijjrsqB-7uyvXPT0HCUQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=FvijjrsqB-7uyvXPT0HCUQ,3170,"[{'alias': 'cocktailbars', 'title': 'Cocktail Bars'}, {'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'steak', 'title': 'Steakhouses'}]",13238529400.0,(323) 852-9400,5094.755306,34.072969,-118.374972,8450 W 3rd St,,,Los Angeles,90048,US,CA,"['8450 W 3rd St', 'Los Angeles, CA 90048']"
OSTE,4.5,,"['delivery', 'pickup']",3FlrvSaW-TSwkQDsCpKYEg,oste-los-angeles,https://s3-media2.fl.yelpcdn.com/bphoto/-aP_xRw7ODIa3Emm1JBqbQ/o.jpg,False,https://www.yelp.com/biz/oste-los-angeles?adjust_creative=FvijjrsqB-7uyvXPT0HCUQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=FvijjrsqB-7uyvXPT0HCUQ,769,"[{'alias': 'italian', 'title': 'Italian'}, {'alias': 'pizza', 'title': 'Pizza'}]",13234132372.0,(323) 413-2372,4393.864662,34.07211,-118.367363,8142 W 3rd St,,,Los Angeles,90048,US,CA,"['8142 W 3rd St', 'Los Angeles, CA 90048']"
The Edmon,4.5,$$,['delivery'],irWMpwJ1JFx5ih4TTQVo6Q,the-edmon-los-angeles,https://s3-media3.fl.yelpcdn.com/bphoto/fMexJmB5_mlSYLIabrdHVg/o.jpg,False,https://www.yelp.com/biz/the-edmon-los-angeles?adjust_creative=FvijjrsqB-7uyvXPT0HCUQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=FvijjrsqB-7uyvXPT0HCUQ,308,"[{'alias': 'cocktailbars', 'title': 'Cocktail Bars'}, {'alias': 'newamerican', 'title': 'New American'}]",13236455225.0,(323) 645-5225,2523.66571,34.08336657,-118.3132574,5168 Melrose Ave,,,Los Angeles,90038,US,CA,"['5168 Melrose Ave', 'Los Angeles, CA 90038']"
Jemma Hollywood,4.5,,"['restaurant_reservation', 'delivery', 'pickup']",JhFb3lEHS8N6F3oMjJx1Iw,jemma-hollywood-los-angeles,https://s3-media4.fl.yelpcdn.com/bphoto/iBoSUnwOtz9j8ZKezpXuKg/o.jpg,False,https://www.yelp.com/biz/jemma-hollywood-los-angeles?adjust_creative=FvijjrsqB-7uyvXPT0HCUQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=FvijjrsqB-7uyvXPT0HCUQ,34,"[{'alias': 'italian', 'title': 'Italian'}]",13234509070.0,(323) 450-9070,4558.393686,34.10237501,-118.3273317,1717 Vine Street,,,Los Angeles,90028,US,CA,"['1717 Vine Street', 'Los Angeles, CA 90028']"
BROKEN MOUTH | Lee's Homestyle,5.0,$$,"['delivery', 'pickup']",CcqraT0cuGKYEcZ1ri_kxg,broken-mouth-lees-homestyle-los-angeles-5,https://s3-media3.fl.yelpcdn.com/bphoto/twffLdHV-fdV6OL4jmjAeg/o.jpg,False,https://www.yelp.com/biz/broken-mouth-lees-homestyle-los-angeles-5?adjust_creative=FvijjrsqB-7uyvXPT0HCUQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=FvijjrsqB-7uyvXPT0HCUQ,1754,"[{'alias': 'hawaiian', 'title': 'Hawaiian'}, {'alias': 'korean', 'title': 'Korean'}, {'alias': 'comfortfood', 'title': 'Comfort Food'}]",12134189588.0,(213) 418-9588,6842.45492,34.042734,-118.250779,718 S Los Angeles St,,,Los Angeles,90014,US,CA,"['718 S Los Angeles St', 'Los Angeles, CA 90014']"
OUI MELROSE,4.5,$$,"['delivery', 'pickup']",bOvnQYw5JJDhpOn70_RUkQ,oui-melrose-los-angeles-2,https://s3-media4.fl.yelpcdn.com/bphoto/-LpgjJEDCfRtJgqDwql8Ew/o.jpg,False,https://www.yelp.com/biz/oui-melrose-los-angeles-2?adjust_creative=FvijjrsqB-7uyvXPT0HCUQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=FvijjrsqB-7uyvXPT0HCUQ,381,"[{'alias': 'sandwiches', 'title': 'Sandwiches'}, {'alias': 'newamerican', 'title': 'New American'}, {'alias': 'mediterranean', 'title': 'Mediterranean'}]",13238523944.0,(323) 852-3944,3094.296564,34.083653,-118.3419599,6909 Melrose Ave,,,Los Angeles,90038,US,CA,"['6909 Melrose Ave', 'Los Angeles, CA 90038']"
Pasta Sisters,4.5,$$,"['delivery', 'pickup']",AIhWsp8yNfKZfaX9d9Yajg,pasta-sisters-los-angeles,https://s3-media3.fl.yelpcdn.com/bphoto/sNmpWFXrt4WHVul1Ihzp_g/o.jpg,False,https://www.yelp.com/biz/pasta-sisters-los-angeles?adjust_creative=FvijjrsqB-7uyvXPT0HCUQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=FvijjrsqB-7uyvXPT0HCUQ,2020,"[{'alias': 'delis', 'title': 'Delis'}, {'alias': 'italian', 'title': 'Italian'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]",13238705271.0,(323) 870-5271,1610.90301,34.0476,-118.317234,3343 W Pico Blvd,,,Los Angeles,90019,US,CA,"['3343 W Pico Blvd', 'Los Angeles, CA 90019']"
Met Her At A Bar,4.5,$$,"['delivery', 'pickup']",h2u-coGd8WWClyU3b7jf8w,met-her-at-a-bar-los-angeles-2,https://s3-media3.fl.yelpcdn.com/bphoto/pAzx5GDMh8IdYrOi-1Te6A/o.jpg,False,https://www.yelp.com/biz/met-her-at-a-bar-los-angeles-2?adjust_creative=FvijjrsqB-7uyvXPT0HCUQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=FvijjrsqB-7uyvXPT0HCUQ,2533,"[{'alias': 'cafes', 'title': 'Cafes'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'newamerican', 'title': 'New American'}]",13238475013.0,(323) 847-5013,2171.061303,34.0609448,-118.3446759,759 S La Brea Ave,,,Los Angeles,90036,US,CA,"['759 S La Brea Ave', 'Los Angeles, CA 90036']"
TOKKI - Korean Tapas,4.5,,[],wvaNbC16NuJIQD0g8WPjRw,tokki-korean-tapas-los-angeles,https://s3-media2.fl.yelpcdn.com/bphoto/zYAJ9edvC_1fF2cTkEZ0NQ/o.jpg,False,https://www.yelp.com/biz/tokki-korean-tapas-los-angeles?adjust_creative=FvijjrsqB-7uyvXPT0HCUQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=FvijjrsqB-7uyvXPT0HCUQ,522,"[{'alias': 'korean', 'title': 'Korean'}, {'alias': 'tapasmallplates', 'title': 'Tapas/Small Plates'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",18185272213.0,(818) 527-2213,2219.870276,34.063779,-118.297282,3465 W 6th St,,,Los Angeles,90020,US,CA,"['3465 W 6th St', 'Los Angeles, CA 90020']"
Tonchin LA,4.5,$$,[],RJi83-A92s-KqFutK9sVdQ,tonchin-la-los-angeles,https://s3-media3.fl.yelpcdn.com/bphoto/aqCwf8ja2YKYwif4C-OtLQ/o.jpg,False,https://www.yelp.com/biz/tonchin-la-los-angeles?adjust_creative=FvijjrsqB-7uyvXPT0HCUQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=FvijjrsqB-7uyvXPT0HCUQ,259,"[{'alias': 'ramen', 'title': 'Ramen'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",13233806072.0,(323) 380-6072,2457.87851,34.08367939,-118.3239579,5665 Melrose Ave,,,Los Angeles,90038,US,CA,"['5665 Melrose Ave', 'Los Angeles, CA 90038']"
Ghost Sando Shop,5.0,$$,"['delivery', 'pickup']",IdZlpB9Z9vCAXa_6AJHLEQ,ghost-sando-shop-los-angeles-2,https://s3-media4.fl.yelpcdn.com/bphoto/Wk_FXjYx4kzF90KVyJUftQ/o.jpg,False,https://www.yelp.com/biz/ghost-sando-shop-los-angeles-2?adjust_creative=FvijjrsqB-7uyvXPT0HCUQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=FvijjrsqB-7uyvXPT0HCUQ,315,"[{'alias': 'sandwiches', 'title': 'Sandwiches'}, {'alias': 'delis', 'title': 'Delis'}]",13238475080.0,(323) 847-5080,4312.123055,34.08391,-118.35962,7801 Melrose Ave,Ste 1A,,Los Angeles,90046,US,CA,"['7801 Melrose Ave', 'Ste 1A', 'Los Angeles, CA 90046']"
Mother Tongue,4.0,,[],wwTc59Ul8abQO0dLon5jkA,mother-tongue-los-angeles-2,https://s3-media4.fl.yelpcdn.com/bphoto/n_Y04XDYU7ywMfXEgVHKAA/o.jpg,False,https://www.yelp.com/biz/mother-tongue-los-angeles-2?adjust_creative=FvijjrsqB-7uyvXPT0HCUQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=FvijjrsqB-7uyvXPT0HCUQ,310,"[{'alias': 'newamerican', 'title': 'New American'}, {'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'vegetarian', 'title': 'Vegetarian'}]",12133197850.0,(213) 319-7850,3617.084341,34.08841221,-118.3437228,960 N La Brea Ave,Fl 4,,Los Angeles,90038,US,CA,"['960 N La Brea Ave', 'Fl 4', 'Los Angeles, CA 90038']"
Supremo,4.5,$$,"['delivery', 'pickup']",RarITW4zBvhqKAK8FVOFCQ,supremo-los-angeles,https://s3-media2.fl.yelpcdn.com/bphoto/AC6E0vKB18sDw11ZTHAjpg/o.jpg,False,https://www.yelp.com/biz/supremo-los-angeles?adjust_creative=FvijjrsqB-7uyvXPT0HCUQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=FvijjrsqB-7uyvXPT0HCUQ,355,"[{'alias': 'italian', 'title': 'Italian'}]",13238523192.0,(323) 852-3192,2294.166785,34.05867,-118.34578,901 S La Brea Ave,,,Los Angeles,90036,US,CA,"['901 S La Brea Ave', 'Los Angeles, CA 90036']"
Morrison Atwater Village,4.5,$$,"['delivery', 'pickup']",DJek3FUewBzMc0gS-Gms9w,morrison-atwater-village-los-angeles,https://s3-media2.fl.yelpcdn.com/bphoto/rSDJYD7foVFKvk0Dy6SzzQ/o.jpg,False,https://www.yelp.com/biz/morrison-atwater-village-los-angeles?adjust_creative=FvijjrsqB-7uyvXPT0HCUQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=FvijjrsqB-7uyvXPT0HCUQ,7443,"[{'alias': 'gastropubs', 'title': 'Gastropubs'}, {'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'salad', 'title': 'Salad'}]",13236671839.0,(323) 667-1839,8434.81413,34.12384,-118.26868,3179 Los Feliz Blvd,,,Los Angeles,90039,US,CA,"['3179 Los Feliz Blvd', 'Los Angeles, CA 90039']"
Bacari Silverlake,4.5,,"['delivery', 'pickup']",sXdOBghhw-ZU9S-1HxVZVA,bacari-silverlake-los-angeles-2,https://s3-media2.fl.yelpcdn.com/bphoto/4oRgbFO1diFmJsAW8tFx6Q/o.jpg,False,https://www.yelp.com/biz/bacari-silverlake-los-angeles-2?adjust_creative=FvijjrsqB-7uyvXPT0HCUQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=FvijjrsqB-7uyvXPT0HCUQ,2531,"[{'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'newamerican', 'title': 'New American'}, {'alias': 'pizza', 'title': 'Pizza'}]",13234107304.0,(323) 410-7304,5136.808941,34.09031982,-118.2775804,3626 Sunset Blvd,,,Los Angeles,90026,US,CA,"['3626 Sunset Blvd', 'Los Angeles, CA 90026']"
Kingdom Dim Sum,4.5,$$,"['delivery', 'pickup']",sw6oI8DqMt1tAhE-1aecdQ,kingdom-dim-sum-los-angeles,https://s3-media1.fl.yelpcdn.com/bphoto/dDbthq31_iJUwt7ofS8yZQ/o.jpg,False,https://www.yelp.com/biz/kingdom-dim-sum-los-angeles?adjust_creative=FvijjrsqB-7uyvXPT0HCUQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=FvijjrsqB-7uyvXPT0HCUQ,95,"[{'alias': 'dimsum', 'title': 'Dim Sum'}, {'alias': 'cantonese', 'title': 'Cantonese'}, {'alias': 'hkcafe', 'title': 'Hong Kong Style Cafe'}]",13233786191.0,(323) 378-6191,4692.79395,34.10256,-118.308754,5445 Hollywood Blvd,Ste B,,Los Angeles,90027,US,CA,"['5445 Hollywood Blvd', 'Ste B', 'Los Angeles, CA 90027']"
Ha Sun Saeng - Master Ha,4.5,$$,"['delivery', 'pickup']",1ZEUvoDlg7ixlwwlK2a3mQ,ha-sun-saeng-master-ha-los-angeles-2,https://s3-media2.fl.yelpcdn.com/bphoto/u_3zA8o79vgvMEowfFn75Q/o.jpg,False,https://www.yelp.com/biz/ha-sun-saeng-master-ha-los-angeles-2?adjust_creative=FvijjrsqB-7uyvXPT0HCUQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=FvijjrsqB-7uyvXPT0HCUQ,540,"[{'alias': 'korean', 'title': 'Korean'}, {'alias': 'raw_food', 'title': 'Live/Raw Food'}, {'alias': 'seafood', 'title': 'Seafood'}]",13239980427.0,(323) 998-0427,1730.013695,34.049642,-118.309526,1147 S Western Ave,,,Los Angeles,90006,US,CA,"['1147 S Western Ave', 'Los Angeles, CA 90006']"
Yuko Kitchen Miracle Mile,4.5,$$,['delivery'],23Qrcz2i9e2e8MstUIIO0A,yuko-kitchen-miracle-mile-los-angeles,https://s3-media2.fl.yelpcdn.com/bphoto/8TGWFYNK7llJ_BE3uf5pzA/o.jpg,False,https://www.yelp.com/biz/yuko-kitchen-miracle-mile-los-angeles?adjust_creative=FvijjrsqB-7uyvXPT0HCUQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=FvijjrsqB-7uyvXPT0HCUQ,1915,"[{'alias': 'japanese', 'title': 'Japanese'}]",13239334020.0,(323) 933-4020,2483.446837,34.0621807,-118.348153,5484 Wilshire Blvd,,,Los Angeles,90036,US,CA,"['5484 Wilshire Blvd', 'Los Angeles, CA 90036']"
Taste of the Caribbean LA,4.5,,"['delivery', 'pickup']",gTnENRgQRiVa3LxKO6FaBg,taste-of-the-caribbean-la-los-angeles-5,https://s3-media1.fl.yelpcdn.com/bphoto/W7QQcHJr9K4C9w1XpmZ3qg/o.jpg,False,https://www.yelp.com/biz/taste-of-the-caribbean-la-los-angeles-5?adjust_creative=FvijjrsqB-7uyvXPT0HCUQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=FvijjrsqB-7uyvXPT0HCUQ,212,"[{'alias': 'caribbean', 'title': 'Caribbean'}]",13233056113.0,(323) 305-6113,3210.379888,34.09045547,-118.3184784,5920 Santa Monica Blvd,,,Los Angeles,90038,US,CA,"['5920 Santa Monica Blvd', 'Los Angeles, CA 90038']"
Budonoki,4.5,,[],Upxdio_qS0j-lSnN4EmvjQ,budonoki-los-angeles,https://s3-media2.fl.yelpcdn.com/bphoto/lzlZD_C_ka3F9Rtx9pzqzw/o.jpg,False,https://www.yelp.com/biz/budonoki-los-angeles?adjust_creative=FvijjrsqB-7uyvXPT0HCUQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=FvijjrsqB-7uyvXPT0HCUQ,42,"[{'alias': 'izakaya', 'title': 'Izakaya'}, {'alias': 'sushi', 'title': 'Sushi Bars'}, {'alias': 'beerbar', 'title': 'Beer Bar'}]",13239282320.0,(323) 928-2320,4002.91624,34.08335711,-118.2866445,654 N Virgil Ave,,,Los Angeles,90004,US,CA,"['654 N Virgil Ave', 'Los Angeles, CA 90004']"
CHD MANDU LA,4.5,$$,"['delivery', 'pickup']",y4X0KfHJ5XWwxMIRukVr1Q,chd-mandu-la-los-angeles,https://s3-media1.fl.yelpcdn.com/bphoto/f8MqoDRXd2zvEX1XojIGNw/o.jpg,False,https://www.yelp.com/biz/chd-mandu-la-los-angeles?adjust_creative=FvijjrsqB-7uyvXPT0HCUQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=FvijjrsqB-7uyvXPT0HCUQ,280,"[{'alias': 'korean', 'title': 'Korean'}]",12133344333.0,(213) 334-4333,2195.834053,34.06229367,-118.2975762,3377 Wilshire Blvd,Ste 104,,Los Angeles,90010,US,CA,"['3377 Wilshire Blvd', 'Ste 104', 'Los Angeles, CA 90010']"
Little Pan - Los Angeles,5.0,$$,"['delivery', 'pickup']",VlecKklFAtY0auODaqQ3iQ,little-pan-los-angeles-los-angeles,https://s3-media1.fl.yelpcdn.com/bphoto/8rB3CtfUtZKEvfng-N9TVw/o.jpg,False,https://www.yelp.com/biz/little-pan-los-angeles-los-angeles?adjust_creative=FvijjrsqB-7uyvXPT0HCUQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=FvijjrsqB-7uyvXPT0HCUQ,50,"[{'alias': 'dimsum', 'title': 'Dim Sum'}]",12133641345.0,(213) 364-1345,6120.482842,34.0170639,-118.2824448,3742 S Figueroa St,,,Los Angeles,90007,US,CA,"['3742 S Figueroa St', 'Los Angeles, CA 90007']"
Good Goose Cafe,5.0,$$,"['delivery', 'pickup']",NQqA1cjS0rHn_96VwtnhMg,good-goose-cafe-los-angeles-3,https://s3-media3.fl.yelpcdn.com/bphoto/e_9Wu14Ef_dpjcublomfDA/o.jpg,False,https://www.yelp.com/biz/good-goose-cafe-los-angeles-3?adjust_creative=FvijjrsqB-7uyvXPT0HCUQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=FvijjrsqB-7uyvXPT0HCUQ,240,"[{'alias': 'asianfusion', 'title': 'Asian Fusion'}, {'alias': 'thai', 'title': 'Thai'}, {'alias': 'vegetarian', 'title': 'Vegetarian'}]",13233785272.0,(323) 378-5272,1616.711469,34.07603,-118.32399,5210 Beverly Blvd,,,Los Angeles,90004,US,CA,"['5210 Beverly Blvd', 'Los Angeles, CA 90004']"
