Number,Name,Categories,Phone,Address,Rating,Rating Count
171,House of Pies,"Restaurants, Coffee Shops, Bakeries",(323) 666-9961,"1869 N Vermont Ave, Los Angeles, CA 90027",rating not available/5,(51)
172,The Kitchen,"Restaurants, American Restaurants, Caterers",(323) 664-3663,"4348 Fountain Ave, Los Angeles, CA 90029",rating not available/5,(40)
173,Caffe Capri,"Restaurants, Italian Restaurants",(323) 644-7906,"2547 Hyperion Ave, Los Angeles, CA 90027",rating not available/5,(16)
174,Son of a Gun,"Restaurants, Seafood Restaurants",(323) 782-9033,"8370 W 3rd St, Los Angeles, CA 90048",rating not available/5,(4)
175,Islands,"Restaurants, American Restaurants, Family Style Restaurants",(310) 474-1144,"10948 W Pico Blvd, Los Angeles, CA 90064",rating not available/5,(2)
176,Chicharroland Restaurant,"Restaurants, Family Style Restaurants, Mexican Restaurants",(323) 232-8850,"4714 S Main St, Los Angeles, CA 90037",rating not available/5,Review count not available
177,Acajutla Restaurant,"Restaurants, Latin American Restaurants, Family Style Restaurants",(323) 232-5410,"608 E 59th St, Los Angeles, CA 90001",rating not available/5,Review count not available
178,El Quezalteco Restaurant,"Restaurants, Family Style Restaurants, Latin American Restaurants",(323) 766-8700,"3304 W Jefferson Blvd, Los Angeles, CA 90018",rating not available/5,Review count not available
179,Sultani Restaurant,"Restaurants, Middle Eastern Restaurants, Caterers",(323) 876-3389,"1535 N La Brea Ave, Los Angeles, CA 90028",rating not available/5,Review count not available
180,Versailles Cuban Food,"Restaurants, Family Style Restaurants",(310) 558-3168,"10319 Venice Blvd, Los Angeles, CA 90034",rating not available/5,(5)
181,Enzo's Pizzeria,"Restaurants, Pizza, Caterers",(310) 208-3696,"10940 Weyburn Ave, Los Angeles, CA 90024",rating not available/5,(3)
182,Prado Restaurant,"Restaurants, Latin American Restaurants, Caterers",(323) 467-3871,"244 N Larchmont Blvd, Los Angeles, CA 90004",rating not available/5,Review count not available
183,Rock Sugar Pan Asian Kitchen,"Restaurants, Asian Restaurants, Thai Restaurants",(310) 552-9988,"10250 Santa Monica Blvd, Los Angeles, CA 90067",rating not available/5,(2)
184,Terroni,"Restaurants, Italian Restaurants",(323) 954-0300,"7605 Beverly Blvd, Los Angeles, CA 90036",rating not available/5,(4)
185,Saffron Downtown Los Angeles,"Restaurants, Take Out Restaurants, Caterers",(213) 488-9754,"505 S Flower St, Los Angeles, CA 90071",rating not available/5,(1)
186,Della Terra,"Restaurants, Italian Restaurants, Caterers",(323) 933-7675,"7675 Beverly Blvd, Los Angeles, CA 90036",rating not available/5,Review count not available
187,Boda Restaurant,"Restaurants, Asian Restaurants, Chinese Restaurants",(323) 227-8573,"2310 Pasadena Ave, Los Angeles, CA 90031",rating not available/5,Review count not available
188,King Taco,"Restaurants, Mexican Restaurants, Family Style Restaurants",(323) 264-9051,"4300 E Olympic Blvd, Los Angeles, CA 90023",rating not available/5,Review count not available
189,Moishe's Restaurant,"Restaurants, Middle Eastern Restaurants, Family Style Restaurants",(323) 936-4998,"6333 W 3rd St Ste 336, Los Angeles, CA 90036",rating not available/5,Review count not available
190,Seoul House of Tofu,"Restaurants, Korean Restaurants, Asian Restaurants",(310) 444-9988,"2101 Sawtelle Blvd, Los Angeles, CA 90025",rating not available/5,Review count not available
191,Home Restaurant,"Restaurants, American Restaurants, Take Out Restaurants",(323) 665-0211,"2500 Riverside Dr, Los Angeles, CA 90039",rating not available/5,(2)
192,Jitalda Rest,"Restaurants, Family Style Restaurants, Thai Restaurants",(323) 667-9809,"5233 1/2 W Sunset Blvd, Los Angeles, CA 90027",rating not available/5,(2)
193,Marino Ristorante,"Restaurants, Italian Restaurants, Caterers",(323) 466-8812,"6001 Melrose Ave, Los Angeles, CA 90038",rating not available/5,(2)
194,Pizzicotto,"Restaurants, Italian Restaurants, Gourmet Shops",(310) 442-7188,"11758 San Vicente Blvd, Los Angeles, CA 90049",rating not available/5,(2)
195,Jeff's Gourmet Kosher Sausage Factory,"Restaurants, Kosher Restaurants, Delicatessens",(310) 858-8590,"8930 W Pico Blvd, Los Angeles, CA 90035",rating not available/5,Review count not available
196,Billingsley's Restaurant,"Restaurants, Steak Houses, Take Out Restaurants",(310) 477-1426,"11326 W Pico Blvd, Los Angeles, CA 90064",rating not available/5,Review count not available
197,Best Fish Taco In Ensenada,"Restaurants, Mexican Restaurants, Seafood Restaurants",(323) 466-5552,"1650 Hillhurst Ave, Los Angeles, CA 90027",rating not available/5,(5)
198,Park's BBQ,"Restaurants, Korean Restaurants, Asian Restaurants",(213) 380-1717,"955 S Vermont Ave, Los Angeles, CA 90006",rating not available/5,(4)
199,Craft,"Restaurants, American Restaurants, Fine Dining Restaurants",(310) 279-4180,"10100 Constellation Blvd, Los Angeles, CA 90067",rating not available/5,(2)
200,Restaurant Komasa,"Restaurants, Sushi Bars, Japanese Restaurants",(213) 680-1792,"351 E 2nd St, Los Angeles, CA 90012",rating not available/5,(1)
201,Pan American Restaurant,"Restaurants, American Restaurants, Night Clubs",(213) 386-2083,"2601 W Temple St, Los Angeles, CA 90026",rating not available/5,(1)
202,Red O,"Restaurants, Family Style Restaurants, Taverns",(323) 655-5009,"8155 Melrose Ave, Los Angeles, CA 90046",rating not available/5,Review count not available
203,Foo-Chow Restaurant,"Restaurants, Asian Restaurants, Chinese Restaurants",(213) 485-1294,"949 N Hill St, Los Angeles, CA 90012",rating not available/5,Review count not available
204,Choeng Wun BBQ Buffet,"Restaurants, Barbecue Restaurants, Family Style Restaurants",(323) 465-7590,"944 N Western Ave, Los Angeles, CA 90029",rating not available/5,Review count not available
205,Natalie Peruvian Seafood Restaurant,"Restaurants, Peruvian Restaurants, Seafood Restaurants",(323) 463-8340,"5759 Hollywood Blvd, Los Angeles, CA 90028",rating not available/5,Review count not available
206,Rosalind's Ethiopian Restaurant,"Restaurants, African Restaurants, Family Style Restaurants",(323) 936-2486,"1044 S Fairfax Ave, Los Angeles, CA 90019",rating not available/5,Review count not available
207,Malibu Fish Grill,"Restaurants, Seafood Restaurants, American Restaurants",(323) 650-7700,"8000 W Sunset Blvd, Los Angeles, CA 90046",rating not available/5,Review count not available
208,La Bruschetta Ristorante,"Restaurants, Italian Restaurants, Breakfast, Brunch & Lunch Restaurants",(310) 477-1052,"1621 Westwood Blvd, Los Angeles, CA 90024",rating not available/5,Review count not available
209,Cheng Du Restaurant,"Restaurants, Asian Restaurants, Family Style Restaurants",(310) 477-4917,"11538 W Pico Blvd, Los Angeles, CA 90064",rating not available/5,Review count not available
210,Farfalla Trattoria Inc,"Restaurants, Italian Restaurants, Caterers",(323) 661-7365,"1978 Hillhurst Ave, Los Angeles, CA 90027",rating not available/5,(6)
211,Wood & Vine,"Restaurants, Wood Products, Bar & Grills",(323) 334-3360,"6280 Hollywood Blvd, Los Angeles, CA 90028",rating not available/5,(3)
212,Shakey's Pizza Parlor,"Restaurants, Pizza, Take Out Restaurants",(323) 663-2145,"5170 W Sunset Blvd, Los Angeles, CA 90027",rating not available/5,(2)
213,Magnolia Hollywood,"Restaurants, Family Style Restaurants",(323) 467-0660,"6266 W Sunset Blvd, Los Angeles, CA 90028",rating not available/5,(2)
214,Tanino Restaurant,"Restaurants, Pizza, Family Style Restaurants",(310) 208-0444,"1043 Westwood Blvd, Los Angeles, CA 90024",rating not available/5,(1)
215,Truxton's American Bistro,"Restaurants, American Restaurants, Caterers",(310) 417-8789,"8611 Truxton Ave, Los Angeles, CA 90045",rating not available/5,(2)
216,Buffalo Wild Wings,"Restaurants, Chicken Restaurants, Take Out Restaurants",(323) 466-1721,"7060 Hollywood Blvd, Los Angeles, CA 90028",rating not available/5,(1)
217,Eight Korean BBQ,"Restaurants, Korean Restaurants, Asian Restaurants",(213) 365-1750,"863 S Western Ave, Los Angeles, CA 90005",rating not available/5,Review count not available
218,Meals By Genet,"Restaurants, African Restaurants, Family Style Restaurants",(323) 938-9304,"1053 S Fairfax Ave, Los Angeles, CA 90019",rating not available/5,(3)
219,Sidewalk Grill,"Restaurants, Delicatessens, Caterers",(323) 669-3354,"1727 N Vermont Ave, Los Angeles, CA 90027",rating not available/5,Review count not available
220,Chibiscus,"Restaurants, Japanese Restaurants, Asian Restaurants",(323) 977-9877,"7361 W Sunset Blvd, Los Angeles, CA 90046",rating not available/5,Review count not available
221,Mendocino Farms,"Restaurants, Sandwich Shops, Delicatessens",(213) 627-3262,"444 S Flower St, Los Angeles, CA 90071",rating not available/5,(2)
222,Sushi Zo,"Restaurants, Sushi Bars, Japanese Restaurants",(310) 842-3977,"9824 National Blvd, Los Angeles, CA 90034",rating not available/5,(2)
223,Sun Nong Dan,"Restaurants, Take Out Restaurants, Asian Restaurants",(213) 365-0303,"3470 W 6th St Ste 7, Los Angeles, CA 90020",rating not available/5,(1)
224,The Grain Cafe,"Restaurants, American Restaurants, Coffee Shops",(323) 931-4034,"4222 W Pico Blvd, Los Angeles, CA 90019",rating not available/5,Review count not available
225,La Pergoletta,"Restaurants, Italian Restaurants, Caterers",(323) 664-8259,"1802 Hillhurst Ave, Los Angeles, CA 90027",rating not available/5,(2)
226,The Park's Finest,"Restaurants, Barbecue Restaurants, Caterers",(213) 481-2800,"1267 W Temple St, Los Angeles, CA 90026",rating not available/5,Review count not available
227,Bao Dim Sum House,"Restaurants, Chinese Restaurants, Asian Restaurants",(323) 655-6556,"8256 Beverly Blvd, Los Angeles, CA 90048",rating not available/5,(3)
228,Hide Sushi Japanese,"Restaurants, Sushi Bars, Japanese Restaurants",(310) 477-7242,"2040 Sawtelle Blvd, Los Angeles, CA 90025",rating not available/5,(2)
229,Versailles Cuban Restaurant,"Restaurants, Cuban Restaurants, Family Style Restaurants",(310) 289-0392,"1415 S La Cienega Blvd, Los Angeles, CA 90035",rating not available/5,(6)
230,Son of a Gun,"Restaurants, Seafood Restaurants",(323) 782-9033,"8370 W 3rd St, Los Angeles, CA 90048",rating not available/5,(4)
231,Ham Ji Park,"Restaurants, Asian Restaurants, Korean Restaurants",(213) 365-8773,"3407 W 6th St, Los Angeles, CA 90020",rating not available/5,(4)
232,Sakana Sushi Lounge,"Restaurants, Sushi Bars, Japanese Restaurants",(213) 683-0008,"321 W 9th St, Los Angeles, CA 90015",rating not available/5,Review count not available
233,Aroma,"Restaurants, Italian Restaurants, Family Style Restaurants",(323) 644-2833,"2903 W Sunset Blvd, Los Angeles, CA 90026",rating not available/5,Review count not available
234,Sanamluang Cafe,"Restaurants, Thai Restaurants, Asian Restaurants",(323) 660-8006,"5176 Hollywood Blvd, Los Angeles, CA 90027",rating not available/5,(4)
235,Marie's Deli & Cafe,"Restaurants, Coffee & Espresso Restaurants, American Restaurants",(213) 622-5283,"731 W 7th St, Los Angeles, CA 90017",rating not available/5,Review count not available
236,Pailin Thai Cuisine,"Restaurants, Thai Restaurants, Asian Restaurants",(323) 467-6775,"5621 Hollywood Blvd, Los Angeles, CA 90028",rating not available/5,Review count not available
237,Restaurant Komasa,"Restaurants, Sushi Bars, Japanese Restaurants",(213) 680-1792,"351 E 2nd St, Los Angeles, CA 90012",rating not available/5,(1)
238,Golden Hen,"Restaurants, Chinese Restaurants, Caterers",(323) 661-0093,"709 N Virgil Ave, Los Angeles, CA 90029",rating not available/5,(1)
239,Oo Kook Korean Bbq,"Restaurants, Korean Restaurants, Asian Restaurants",(213) 385-5665,"3385 W 8th St, Los Angeles, CA 90005",rating not available/5,Review count not available
240,La Noche Buena Restaurant,"Restaurants, Latin American Restaurants, Family Style Restaurants",(213) 628-2078,"12 Olvera St, Los Angeles, CA 90012",rating not available/5,Review count not available
241,Chosun Galbee Restaurant,"Restaurants, Korean Restaurants, Asian Restaurants",(323) 734-3330,"3330 W Olympic Blvd, Los Angeles, CA 90019",rating not available/5,(5)
242,Mario's Peruvian & Seafood,"Restaurants, Peruvian Restaurants, Latin American Restaurants",(323) 466-4181,"5786 Melrose Ave, Los Angeles, CA 90038",rating not available/5,(2)
243,Humble Potato,"Restaurants, American Restaurants, Caterers",(323) 989-2242,"8321 Lincoln Blvd, Los Angeles, CA 90045",rating not available/5,(1)
244,The Hart and the Hunter,"Restaurants, American Restaurants, Fine Dining Restaurants",(323) 424-3055,"7950 Melrose Ave, Los Angeles, CA 90046",rating not available/5,Review count not available
245,Food,"Restaurants, American Restaurants, Caterers",(310) 441-7770,"10571 W Pico Blvd, Los Angeles, CA 90064",rating not available/5,(4)
246,Fundamental La,"Restaurants, American Restaurants, Caterers",(310) 444-7581,"1303 Westwood Blvd, Los Angeles, CA 90024",rating not available/5,(8)
247,Hakata Ramen Shin-Sen-Gumi,"Restaurants, Japanese Restaurants, Asian Restaurants",(213) 687-7108,"132 S Central Ave, Los Angeles, CA 90012",rating not available/5,(9)
248,Kope Poki,"Restaurants, Seafood Restaurants, Hawaiian Restaurants",(323) 522-3182,"1903 Hyperion Ave, Los Angeles, CA 90027",rating not available/5,(7)
249,Perch,"Restaurants, French Restaurants, American Restaurants",(213) 802-1770,"448 S Hill St, Los Angeles, CA 90013",rating not available/5,(7)
250,Pazzaz Sushi,"Restaurants, Sushi Bars, Caterers",(323) 644-0771,"2524 Hyperion Ave, Los Angeles, CA 90027",rating not available/5,(7)
251,The Cafe at the End of the Universe,"Restaurants, Coffee Shops, American Restaurants",(323) 661-2231,"2800 E Observatory Ave, Los Angeles, CA 90027",rating not available/5,(7)
252,Allacqua,"Restaurants, Italian Restaurants, Caterers",(323) 663-3280,"3280 Glendale Blvd, Los Angeles, CA 90039",rating not available/5,(6)
253,Western Chicken,"Restaurants, Chicken Restaurants, American Restaurants",(323) 308-1900,"1546 N Western Ave, Los Angeles, CA 90027",rating not available/5,(6)
254,Cruzer Pizza,"Restaurants, Pizza, Italian Restaurants",(323) 666-0600,"5051 Hollywood Blvd, Los Angeles, CA 90027",rating not available/5,(5)
255,Four Cafe,"Restaurants, American Restaurants, Caterers",(323) 550-1988,"2122 Colorado Blvd, Los Angeles, CA 90041",rating not available/5,(5)
256,Blu Jam Cafe,"Restaurants, American Restaurants, Coffee & Espresso Restaurants",(323) 951-9191,"7371 Melrose Ave, Los Angeles, CA 90046",rating not available/5,(5)
257,Men Oh Tokushima Ramen,"Restaurants, Japanese Restaurants",(213) 687-8485,"456 E 2nd St, Los Angeles, CA 90012",rating not available/5,(5)
258,Yamashiro,"Restaurants, Wedding Reception Locations & Services, Banquet Halls & Reception Facilities",(323) 337-9400,"1999 N Sycamore Ave, Los Angeles, CA 90068",rating not available/5,(7)
259,Mariscos El Jato,"Restaurants, Mexican Restaurants, Seafood Restaurants",(323) 264-6590,"2936 E 4th St, Los Angeles, CA 90033",rating not available/5,(4)
260,Mohawk Bend,"Restaurants, American Restaurants, Bars",(213) 483-2337,"2141 W Sunset Blvd, Los Angeles, CA 90026",rating not available/5,(5)
261,Katsuya Hollywood,"Restaurants, Japanese Restaurants, Sushi Bars",(323) 871-8777,"6300 Hollywood Blvd, Los Angeles, CA 90028",rating not available/5,(5)
262,Caffe Latte,"Restaurants, Coffee & Espresso Restaurants, Coffee & Tea",(323) 936-5213,"6254 Wilshire Blvd, Los Angeles, CA 90048",rating not available/5,(5)
263,It's Thai Hometaurant,"Restaurants, Thai Restaurants, Caterers",(213) 484-9383,"1311 Glendale Blvd, Los Angeles, CA 90026",rating not available/5,(5)
264,Hurry Curry of Tokyo,"Restaurants, Japanese Restaurants, Caterers",(310) 473-1640,"2131 Sawtelle Blvd, Los Angeles, CA 90025",rating not available/5,(4)
265,Baco Mercat,"Restaurants, Spanish Restaurants, Mediterranean Restaurants",(213) 687-7000,"408 S Main St, Los Angeles, CA 90013",rating not available/5,(4)
266,Manna Korean BBQ,"Restaurants, Korean Restaurants, Asian Restaurants",(213) 617-0306,"333 S Alameda St, Los Angeles, CA 90013",rating not available/5,(4)
267,Pho Café,"Restaurants, Vietnamese Restaurants, Asian Restaurants",(323) 378-5770,"2841 W Sunset Blvd, Los Angeles, CA 90026",rating not available/5,(4)
268,Ham Ji Park,"Restaurants, Asian Restaurants, Korean Restaurants",(213) 365-8773,"3407 W 6th St, Los Angeles, CA 90020",rating not available/5,(4)
269,Beverly Chicken,"Restaurants, Chicken Restaurants, Take Out Restaurants",(323) 660-8200,"3909 Beverly Blvd, Los Angeles, CA 90004",rating not available/5,(4)
270,Manuel’s El Tepeyac Cafe,"Restaurants, Mexican Restaurants, Family Style Restaurants",(323) 268-1960,"812 N Evergreen Ave, Los Angeles, CA 90033",rating not available/5,(5)
